ticker,last_close,last_change_pct,last_change,last_volume(M),last_date,fiftytwo_week_high,fiftytwo_week_low,sma_21,sma_50,sma_200,rsi,atr,atr%,up_3_days,down_3_days,max_value_latest_week,max_date_latest_week,min_value_latest_week,min_date_latest_week,pct_change_latest_week,max_value_latest_month,max_date_latest_month,min_value_latest_month,min_date_latest_month,pct_change_latest_month,max_value_latest_year,max_date_latest_year,min_value_latest_year,min_date_latest_year,pct_change_latest_year,max_value_all_time,max_date_all_time,min_value_all_time,min_date_all_time,pct_change_all_time
CMS,70.49,0.06,0.04,1.76,2024-11-27,72.1,55.61,68.66,69.72,63.75,59.71,1.05,1.5,1,0,70.49,2024-11-27,69.67,2024-11-25,1.18,70.49,2024-11-27,66.36,2024-11-07,3.21,72.1,2024-10-23,55.61,2024-01-24,19.05,73.56,2022-04-06,3.49,2003-03-11,140.99
CNC,59.93,-0.12,-0.07,2.67,2024-11-27,80.41,57.46,60.61,65.74,71.92,43.67,1.89,3.15,0,0,61.43,2024-11-25,59.93,2024-11-27,-2.44,64.8,2024-11-05,57.46,2024-11-15,-5.65,80.41,2024-02-27,57.46,2024-11-15,-22.0,97.22,2022-08-15,1.39,2001-12-14,4081.16
CNP,32.66,0.4,0.13,3.32,2024-11-27,32.66,25.63,30.57,29.96,28.92,73.61,0.63,1.93,1,0,32.66,2024-11-27,32.48,2024-11-25,0.55,32.66,2024-11-27,28.58,2024-11-01,14.28,32.66,2024-11-27,25.63,2024-08-07,12.58,42.17,2001-05-01,4.5,2003-02-25,202.87
COF,191.29,-0.08,-0.16,1.56,2024-11-27,191.89,110.13,181.02,165.01,146.46,67.92,4.85,2.53,0,0,191.89,2024-11-25,191.29,2024-11-27,-0.31,191.89,2024-11-25,161.28,2024-11-04,16.71,191.89,2024-11-25,124.92,2024-01-18,44.8,191.89,2024-11-25,4.67,1994-12-09,3486.69
COO,103.43,0.77,0.79,1.21,2024-11-27,111.23,82.9,102.4,105.45,97.89,52.85,2.05,1.98,1,0,103.43,2024-11-27,102.4,2024-11-25,1.01,105.85,2024-11-01,99.05,2024-11-19,-2.29,111.23,2024-09-16,85.51,2024-07-03,10.89,113.98,2021-09-03,0.12,1993-07-20,1213.4
COP,107.39,0.57,0.61,5.74,2024-11-27,133.52,102.31,110.48,108.87,114.36,43.63,2.61,2.43,0,0,107.39,2024-11-27,106.1,2024-11-25,1.22,113.76,2024-11-18,106.1,2024-11-25,-0.42,133.52,2024-04-05,102.31,2024-09-26,-8.67,134.94,2022-11-07,3.02,1982-08-18,1987.01
COR,249.69,0.5,1.24,0.9,2024-11-27,249.97,199.52,242.52,233.99,233.54,64.5,4.38,1.75,0,0,249.69,2024-11-27,244.23,2024-11-25,2.24,249.97,2024-11-13,233.89,2024-11-04,6.58,249.97,2024-11-13,208.54,2024-01-02,19.73,249.97,2024-11-13,2.5,1995-08-10,8355.11
COST,961.55,-1.02,-9.95,1.44,2024-11-27,971.5,587.86,923.1,905.05,828.14,65.07,17.19,1.79,0,0,971.5,2024-11-26,960.89,2024-11-25,0.07,971.5,2024-11-26,877.31,2024-11-01,9.6,971.5,2024-11-26,644.69,2024-01-03,47.78,971.5,2024-11-26,6.03,1987-12-04,8641.36
CPAY,380.62,-0.4,-1.52,0.26,2024-11-27,382.14,237.23,360.34,342.83,301.32,71.47,7.76,2.04,0,0,382.14,2024-11-26,380.62,2024-11-27,-0.24,382.14,2024-11-26,329.67,2024-11-04,15.41,382.14,2024-11-26,249.66,2024-06-14,35.18,382.14,2024-11-26,25.25,2011-08-22,1296.77
CPB,46.07,-1.14,-0.53,1.89,2024-11-27,51.89,39.76,45.23,46.99,45.99,52.65,0.9,1.95,0,0,46.6,2024-11-26,45.93,2024-11-25,0.3,46.74,2024-11-05,43.15,2024-11-15,-0.56,51.89,2024-09-06,40.92,2024-02-14,2.97,67.55,2016-07-06,1.42,1974-09-16,2133.7
CPRT,63.51,-0.45,-0.29,5.34,2024-11-27,63.8,46.55,56.81,54.58,53.76,77.62,1.33,2.09,0,0,63.8,2024-11-26,63.51,2024-11-27,-0.38,63.8,2024-11-26,51.49,2024-11-01,23.34,63.8,2024-11-26,46.55,2024-01-05,33.68,63.8,2024-11-26,0.11,1996-12-10,41588.54
CPT,127.03,1.01,1.27,0.58,2024-11-27,127.03,89.75,120.38,120.97,110.62,67.19,2.27,1.79,1,0,127.03,2024-11-27,123.92,2024-11-25,2.51,127.03,2024-11-27,113.73,2024-11-01,11.69,127.03,2024-11-27,91.89,2024-02-13,26.55,178.68,2021-12-31,17.56,2009-03-02,452.3
CRL,199.59,0.93,1.84,0.25,2024-11-27,273.43,178.58,196.66,194.64,218.66,53.24,7.57,3.79,0,0,201.3,2024-11-25,197.75,2024-11-26,-0.85,220.69,2024-11-11,180.96,2024-11-01,10.3,273.43,2024-03-21,178.58,2024-10-31,-14.8,458.3,2021-09-24,18.0,2001-03-12,807.23
CRM,330.01,-3.84,-13.17,6.35,2024-11-27,343.18,218.01,321.93,299.57,276.96,58.35,8.91,2.7,0,0,343.18,2024-11-26,330.01,2024-11-27,-2.68,343.18,2024-11-26,294.72,2024-11-01,11.97,343.18,2024-11-26,218.01,2024-05-30,28.84,343.18,2024-11-26,2.4,2004-08-13,7574.65
CRWD,347.59,-4.59,-16.71,10.78,2024-11-27,392.15,217.89,336.26,313.47,312.45,56.92,12.49,3.59,0,0,364.3,2024-11-26,347.59,2024-11-27,-4.42,372.26,2024-11-22,298.88,2024-11-04,14.67,392.15,2024-07-01,217.89,2024-08-02,40.79,392.15,2024-07-01,33.01,2020-03-16,499.29
CSCO,59.29,-0.5,-0.3,11.31,2024-11-27,59.59,44.74,57.59,55.53,49.93,67.47,0.94,1.58,0,0,59.59,2024-11-26,58.74,2024-11-25,0.94,59.59,2024-11-26,55.5,2024-11-01,6.83,59.59,2024-11-26,44.74,2024-08-05,17.38,80.06,2000-03-27,0.07,1990-10-10,76643.86
CSGP,81.97,2.57,2.05,1.67,2024-11-27,97.73,71.25,75.74,75.72,80.61,65.36,2.31,2.82,0,0,81.97,2024-11-27,79.92,2024-11-26,2.11,81.97,2024-11-27,71.25,2024-11-15,13.06,97.73,2024-03-21,71.25,2024-11-15,-4.08,99.74,2021-10-26,0.55,1998-09-11,8821.91
CSX,36.58,-0.3,-0.11,6.37,2024-11-27,38.38,31.73,35.31,34.64,34.66,61.12,0.75,2.05,0,0,36.69,2024-11-26,36.58,2024-11-27,-0.11,36.88,2024-11-06,33.36,2024-11-04,9.55,38.38,2024-03-04,32.18,2024-06-14,5.66,38.38,2024-03-04,0.34,1982-08-09,9250.62
CTAS,224.05,-1.07,-2.42,1.26,2024-11-27,226.47,137.27,217.78,211.92,184.78,62.69,3.58,1.6,0,0,226.47,2024-11-26,223.9,2024-11-25,0.07,226.47,2024-11-26,205.62,2024-11-01,8.96,226.47,2024-11-26,144.32,2024-01-05,51.41,226.47,2024-11-26,0.24,1983-08-19,94099.21
CTLT,61.0,0.41,0.25,1.5,2024-11-27,61.29,37.18,59.47,59.86,57.9,63.36,0.61,0.99,0,0,61.29,2024-11-25,60.75,2024-11-26,-0.47,61.29,2024-11-25,58.48,2024-11-05,3.87,61.29,2024-11-25,42.56,2024-01-03,35.41,142.35,2021-09-08,19.85,2014-08-01,205.15
CTRA,26.68,-0.37,-0.1,3.35,2024-11-27,28.52,22.62,25.37,24.58,25.91,63.04,0.61,2.3,0,1,26.99,2024-11-25,26.68,2024-11-27,-1.15,27.63,2024-11-22,22.71,2024-11-01,17.48,28.52,2024-05-31,22.62,2024-09-10,3.85,41.61,2014-02-04,0.86,1992-02-25,1756.0
CTSH,80.75,-0.38,-0.31,1.4,2024-11-27,82.32,64.26,78.57,77.24,73.31,59.42,1.53,1.9,0,0,81.06,2024-11-26,80.63,2024-11-25,0.15,82.32,2024-11-13,74.61,2024-11-01,8.23,82.32,2024-11-13,64.26,2024-06-14,8.53,93.12,2022-03-22,0.19,1998-10-08,38660.06
CTVA,62.5,-1.19,-0.75,2.52,2024-11-27,64.13,43.89,59.85,59.06,55.77,60.53,1.58,2.53,0,0,64.13,2024-11-25,62.5,2024-11-27,-2.54,64.13,2024-11-25,55.21,2024-11-15,2.69,64.13,2024-11-25,44.41,2024-01-18,28.71,67.31,2022-12-02,20.74,2020-03-16,115.52
CVS,59.96,1.61,0.95,6.4,2024-11-27,81.42,53.19,56.57,59.26,62.69,57.01,1.92,3.2,0,0,60.08,2024-11-25,59.01,2024-11-26,-0.2,61.61,2024-11-06,53.19,2024-11-15,7.44,81.42,2024-01-05,53.19,2024-11-15,-25.84,113.45,2015-07-29,0.3,1974-12-23,3589.85
CVX,162.11,-0.26,-0.42,5.16,2024-11-27,166.33,137.88,157.77,152.69,154.01,64.55,2.51,1.55,0,0,162.53,2024-11-26,160.36,2024-11-25,1.09,162.53,2024-11-26,153.07,2024-11-01,5.91,166.33,2024-04-29,137.88,2024-09-11,8.45,188.05,2022-11-15,2.41,1970-07-07,4818.19
CZR,38.25,-1.11,-0.43,2.14,2024-11-27,49.16,31.85,39.03,41.55,39.05,42.92,1.4,3.66,0,0,39.42,2024-11-25,38.25,2024-11-27,-2.97,41.11,2024-11-07,36.54,2024-11-18,-2.47,47.78,2024-01-02,31.85,2024-05-30,-19.95,119.49,2021-10-01,3.89,2015-02-03,779.31
D,59.7,0.98,0.58,5.4,2024-11-27,60.93,44.15,57.96,58.13,53.09,59.81,1.17,1.96,1,0,59.7,2024-11-27,58.53,2024-11-25,2.0,59.7,2024-11-27,56.19,2024-11-14,1.2,60.93,2024-10-23,44.15,2024-01-24,23.07,89.8,2020-02-24,3.12,1980-03-27,1785.26
DAL,63.62,-0.81,-0.52,5.55,2024-11-27,64.85,36.64,62.12,56.08,48.35,62.19,1.94,3.04,0,0,64.49,2024-11-25,63.62,2024-11-27,-1.35,64.85,2024-11-14,56.89,2024-11-04,8.96,64.85,2024-11-14,36.98,2024-01-22,57.28,64.85,2024-11-14,3.93,2009-03-05,207.05
DASH,178.44,-0.32,-0.57,1.98,2024-11-27,179.1,93.77,170.21,156.46,130.2,70.45,4.33,2.43,0,0,179.1,2024-11-25,178.44,2024-11-27,-0.37,179.1,2024-11-25,155.66,2024-11-01,14.63,179.1,2024-11-25,93.77,2024-01-03,84.99,245.97,2021-11-12,43.06,2022-10-14,-5.84
DAY,79.87,0.24,0.19,1.51,2024-11-27,81.8,48.32,77.32,68.58,61.05,66.35,2.35,2.95,0,0,81.8,2024-11-25,79.68,2024-11-26,-2.36,81.8,2024-11-25,74.56,2024-11-15,6.17,81.8,2024-11-25,48.32,2024-07-09,20.98,130.32,2021-11-02,30.52,2018-04-27,155.91
DD,83.9,0.07,0.06,1.63,2024-11-27,89.54,61.21,83.28,84.72,79.37,51.7,1.43,1.7,0,0,84.43,2024-11-25,83.84,2024-11-26,-0.63,86.59,2024-11-07,81.36,2024-11-19,1.7,89.54,2024-09-27,61.21,2024-02-05,8.24,109.62,2018-01-26,6.29,1982-08-06,1053.35
DDOG,151.96,-1.57,-2.43,3.85,2024-11-27,156.63,104.97,133.25,126.74,122.08,70.19,5.38,3.54,0,0,156.63,2024-11-25,151.96,2024-11-27,-2.98,156.63,2024-11-25,122.36,2024-11-11,23.28,156.63,2024-11-25,104.97,2024-08-05,32.05,196.56,2021-11-09,28.04,2019-10-22,304.69
DE,466.0,1.08,4.96,1.26,2024-11-27,466.0,344.84,413.61,410.92,388.23,75.75,11.1,2.38,0,0,466.0,2024-11-27,461.04,2024-11-26,0.72,466.0,2024-11-27,389.45,2024-11-13,16.38,466.0,2024-11-27,344.84,2024-08-05,16.24,466.0,2024-11-27,2.33,1974-09-04,17307.01
DECK,191.77,-1.36,-2.64,1.2,2024-11-27,196.49,108.71,176.08,166.14,155.94,70.37,5.4,2.82,0,0,196.49,2024-11-25,191.77,2024-11-27,-2.4,196.49,2024-11-25,158.12,2024-11-01,21.28,196.49,2024-11-25,108.71,2024-01-05,70.72,196.49,2024-11-25,0.08,1998-12-16,15590.28
DELL,124.38,-12.25,-17.36,37.74,2024-11-27,179.21,67.63,134.88,127.08,122.72,41.5,6.03,4.85,0,1,144.16,2024-11-25,124.38,2024-11-27,-13.72,144.21,2024-11-22,124.38,2024-11-27,-4.96,179.21,2024-05-29,74.79,2024-01-02,66.31,179.21,2024-05-29,12.0,2016-08-18,930.69
DFS,182.56,-0.03,-0.06,0.87,2024-11-27,182.67,88.89,171.06,155.09,134.38,68.5,5.12,2.81,0,0,182.67,2024-11-25,182.56,2024-11-27,-0.06,182.67,2024-11-25,149.14,2024-11-04,20.66,182.67,2024-11-25,97.0,2024-01-18,62.51,182.67,2024-11-25,4.89,2009-03-05,534.99
DG,76.26,2.17,1.62,3.17,2024-11-27,161.22,73.27,77.19,80.54,118.94,44.88,2.28,2.99,0,0,76.59,2024-11-25,74.64,2024-11-26,-0.43,82.0,2024-11-04,73.27,2024-11-20,-6.73,161.22,2024-03-12,73.27,2024-11-20,-45.7,260.44,2022-10-28,21.71,2010-02-05,235.5
DGX,163.32,0.65,1.05,0.67,2024-11-27,163.89,123.78,159.29,155.26,143.33,62.79,2.98,1.83,0,0,163.32,2024-11-27,162.27,2024-11-26,0.54,163.89,2024-11-21,154.1,2024-11-05,5.17,163.89,2024-11-21,123.78,2024-02-05,15.98,173.01,2021-12-31,3.5,1996-12-17,4566.29
DHI,169.43,0.43,0.72,1.79,2024-11-27,197.06,127.26,166.32,178.3,163.01,49.31,5.07,2.99,0,0,172.94,2024-11-25,168.71,2024-11-26,-2.03,173.27,2024-11-05,161.13,2024-11-13,1.07,197.06,2024-09-19,135.21,2024-07-02,13.04,197.06,2024-09-19,1.09,1992-10-14,10155.15
DHR,238.83,0.95,2.25,2.27,2024-11-27,280.76,217.49,240.21,256.0,256.39,42.0,4.89,2.05,0,0,238.83,2024-11-27,236.58,2024-11-26,0.48,250.07,2024-11-05,230.06,2024-11-18,-3.6,280.76,2024-08-01,224.58,2024-01-17,1.72,294.71,2021-09-03,0.04,1982-06-23,313580.44
DIS,117.6,1.86,2.15,8.13,2024-11-27,122.82,85.6,105.94,99.49,101.94,81.82,2.55,2.17,0,0,117.6,2024-11-27,115.45,2024-11-26,1.38,117.6,2024-11-27,95.79,2024-11-04,22.74,122.82,2024-04-02,85.6,2024-08-13,29.64,201.91,2021-03-08,0.05,1962-10-26,126476.82
DLR,195.28,0.65,1.26,1.72,2024-11-27,195.28,130.83,183.06,171.67,152.94,74.06,3.87,1.98,1,0,195.28,2024-11-27,192.82,2024-11-25,1.28,195.28,2024-11-27,173.62,2024-11-06,10.95,195.28,2024-11-27,130.83,2024-01-05,44.41,195.28,2024-11-27,12.0,2004-10-29,1527.33
DLTR,71.5,3.44,2.38,3.15,2024-11-27,150.02,61.21,65.29,67.53,101.98,61.82,2.67,3.74,0,0,71.5,2024-11-27,69.12,2024-11-26,2.46,71.5,2024-11-27,61.21,2024-11-11,7.36,150.02,2024-03-07,61.21,2024-11-11,-49.84,174.08,2022-04-20,1.09,1995-03-08,6017.78
DOC,22.24,-0.36,-0.08,4.67,2024-11-27,23.12,16.18,21.94,22.18,20.23,54.02,0.5,2.24,0,0,22.32,2024-11-26,21.98,2024-11-25,1.18,22.76,2024-11-08,20.86,2024-11-15,1.18,23.12,2024-10-23,16.18,2024-02-26,11.03,50.35,2013-05-21,4.35,1985-10-02,359.66
DOV,206.51,0.08,0.17,0.48,2024-11-27,206.51,140.77,199.8,194.48,182.0,65.87,3.37,1.63,1,0,206.51,2024-11-27,205.56,2024-11-25,0.46,206.51,2024-11-27,189.11,2024-11-01,9.2,206.51,2024-11-27,144.44,2024-01-17,36.29,206.51,2024-11-27,1.38,1980-03-27,13933.06
DOW,44.64,0.22,0.1,5.7,2024-11-27,59.99,43.65,46.16,50.11,54.06,34.59,1.01,2.26,0,0,45.87,2024-11-25,44.54,2024-11-26,-2.68,48.97,2024-11-01,43.65,2024-11-19,-8.84,59.99,2024-04-03,43.65,2024-11-19,-19.32,70.91,2021-05-17,22.0,2020-03-16,-10.36
DPZ,472.34,-0.12,-0.57,0.33,2024-11-27,533.64,388.86,442.3,430.68,459.76,69.08,11.79,2.5,0,0,472.91,2024-11-26,469.18,2024-11-25,0.67,472.91,2024-11-26,425.83,2024-11-01,10.92,533.64,2024-06-18,400.03,2024-01-05,14.33,564.33,2021-12-31,2.83,2008-11-20,3398.81
DRI,174.98,0.65,1.13,0.71,2024-11-27,175.89,138.06,166.36,164.66,157.02,64.33,4.14,2.36,0,0,175.22,2024-11-25,173.85,2024-11-26,-0.14,175.22,2024-11-25,158.77,2024-11-04,9.6,175.89,2024-03-06,138.06,2024-07-10,7.83,175.89,2024-03-06,4.1,1997-03-04,2911.52
DTE,126.08,0.5,0.63,1.13,2024-11-27,129.99,102.36,121.84,124.67,116.87,60.65,1.94,1.54,1,0,126.08,2024-11-27,125.18,2024-11-25,0.72,126.08,2024-11-27,117.04,2024-11-07,3.95,129.99,2024-10-23,102.36,2024-01-24,12.81,139.12,2022-04-20,6.38,1974-12-27,387.72
DUK,117.42,0.32,0.38,2.22,2024-11-27,120.76,90.65,113.57,115.12,105.77,61.57,1.82,1.55,1,0,117.42,2024-11-27,115.0,2024-11-25,2.1,117.42,2024-11-27,110.68,2024-11-14,4.21,120.76,2024-10-18,90.65,2024-02-26,20.05,120.76,2024-10-18,6.43,1980-03-17,1726.58
DVA,165.63,-1.39,-2.33,0.35,2024-11-27,167.96,99.61,154.87,158.47,144.13,60.83,4.35,2.62,0,0,167.96,2024-11-26,165.63,2024-11-27,-0.81,167.96,2024-11-26,141.59,2024-11-01,16.98,167.96,2024-11-26,103.89,2024-01-23,54.95,167.96,2024-11-26,0.85,2000-03-21,3964.54
DVN,37.84,0.34,0.13,6.29,2024-11-27,54.51,37.71,38.71,39.8,45.24,41.64,0.98,2.6,0,0,38.27,2024-11-25,37.71,2024-11-26,-1.12,40.02,2024-11-06,37.71,2024-11-26,-1.25,54.51,2024-04-10,37.71,2024-11-26,-17.45,124.36,2008-05-20,0.88,1988-07-28,572.71
DXCM,78.1,0.21,0.16,1.93,2024-11-27,140.45,64.0,73.05,71.11,100.81,64.31,2.55,3.27,1,0,78.1,2024-11-27,77.83,2024-11-25,0.35,78.1,2024-11-27,68.61,2024-11-06,11.02,140.45,2024-04-09,64.0,2024-07-26,-36.55,162.82,2021-11-17,0.35,2008-11-20,2560.99
EA,163.1,-1.16,-1.92,1.18,2024-11-27,167.97,125.24,160.46,150.61,141.11,60.69,3.04,1.86,0,0,165.02,2024-11-26,163.1,2024-11-27,-0.63,167.97,2024-11-21,151.26,2024-11-01,7.83,167.97,2024-11-21,125.24,2024-05-08,20.12,167.97,2024-11-21,0.4,1990-10-11,31531.52
EBAY,64.31,-1.2,-0.78,2.82,2024-11-27,67.17,40.64,61.76,63.59,55.73,58.23,1.42,2.2,0,0,65.09,2024-11-26,64.31,2024-11-27,-1.05,65.09,2024-11-26,58.11,2024-11-01,10.67,67.17,2024-10-08,40.67,2024-01-17,46.59,80.59,2021-10-22,0.51,1998-10-08,7640.82
ECL,247.7,0.13,0.32,0.65,2024-11-27,261.46,188.63,246.65,251.55,238.54,48.91,3.66,1.48,1,0,247.7,2024-11-27,246.92,2024-11-25,0.32,250.56,2024-11-11,241.77,2024-11-20,1.28,261.46,2024-10-18,195.25,2024-01-05,24.97,261.46,2024-10-18,1.0,1982-03-04,9808.0
ED,101.58,-0.12,-0.12,1.33,2024-11-27,107.4,86.21,98.66,101.81,95.91,57.53,1.58,1.56,0,0,101.7,2024-11-26,99.47,2024-11-25,2.12,101.7,2024-11-26,95.24,2024-11-14,1.58,107.4,2024-10-23,86.21,2024-02-26,9.92,107.4,2024-10-23,1.53,1974-06-21,903.26
EFX,261.19,0.87,2.25,0.56,2024-11-27,307.13,216.2,260.99,275.29,263.18,47.16,6.73,2.57,0,0,263.89,2024-11-25,258.94,2024-11-26,-1.02,271.0,2024-11-11,245.03,2024-11-19,-1.21,307.13,2024-08-30,216.2,2024-04-19,8.89,307.13,2024-08-30,0.71,1980-04-07,34014.61
EG,389.0,0.39,1.5,0.33,2024-11-27,410.55,347.75,371.14,380.78,379.2,60.12,7.84,2.01,0,0,390.1,2024-11-25,387.5,2024-11-26,-0.28,390.1,2024-11-25,347.75,2024-11-04,10.84,407.04,2024-10-04,347.75,2024-11-04,7.56,414.59,2023-11-27,18.75,1995-10-04,1882.17
EIX,88.36,0.71,0.62,1.59,2024-11-27,88.36,64.41,83.95,84.76,77.16,67.65,1.35,1.52,1,0,88.36,2024-11-27,87.61,2024-11-25,0.86,88.36,2024-11-27,81.0,2024-11-04,8.91,88.36,2024-11-27,64.41,2024-02-13,22.15,88.36,2024-11-27,3.72,1974-09-13,1313.76
EL,73.96,1.07,0.78,5.27,2024-11-27,157.94,62.74,67.56,81.96,111.31,52.74,3.08,4.17,1,0,73.96,2024-11-27,72.97,2024-11-25,1.36,73.96,2024-11-27,62.74,2024-11-12,11.08,157.94,2024-03-13,62.74,2024-11-12,-49.15,371.86,2022-01-04,8.09,1996-01-19,757.51
ELV,402.75,0.2,0.79,1.18,2024-11-27,562.29,394.2,410.23,452.18,508.3,36.67,9.95,2.47,0,0,407.6,2024-11-25,401.96,2024-11-26,-1.19,429.34,2024-11-07,394.2,2024-11-19,-2.72,562.29,2024-09-03,394.2,2024-11-19,-15.89,562.29,2024-09-03,20.45,2001-10-30,1869.44
EMN,104.23,-0.7,-0.74,0.72,2024-11-27,113.77,82.12,102.75,106.37,99.45,50.86,2.15,2.06,0,0,105.84,2024-11-25,104.23,2024-11-27,-1.52,105.84,2024-11-25,100.05,2024-11-04,3.12,113.77,2024-09-26,82.12,2024-02-13,16.61,130.03,2021-06-01,9.0,2009-03-05,360.69
EMR,132.59,-0.31,-0.41,1.87,2024-11-27,133.0,87.7,124.88,115.78,110.85,74.62,2.64,1.99,0,0,133.0,2024-11-26,132.59,2024-11-27,-0.12,133.0,2024-11-26,108.46,2024-11-01,22.25,133.0,2024-11-26,91.73,2024-01-31,38.29,133.0,2024-11-26,1.81,1974-10-04,3632.74
ENPH,72.36,2.64,1.86,3.89,2024-11-27,137.34,59.52,70.42,88.23,108.68,47.26,4.56,6.31,0,0,72.36,2024-11-27,70.5,2024-11-26,0.63,89.94,2024-11-05,59.52,2024-11-15,-13.38,136.39,2024-02-15,59.52,2024-11-15,-44.86,336.0,2022-12-02,0.7,2017-05-18,885.83
EOG,133.09,0.41,0.55,2.0,2024-11-27,137.95,109.65,130.66,128.52,126.23,55.41,2.74,2.06,0,0,133.09,2024-11-27,131.98,2024-11-25,0.84,136.54,2024-11-18,120.84,2024-11-01,10.14,137.95,2024-04-10,109.65,2024-02-05,9.45,148.26,2022-11-08,2.09,1992-02-06,5223.6
EPAM,245.79,-1.16,-2.88,0.43,2024-11-27,314.63,170.25,226.91,209.31,221.73,67.21,7.15,2.91,0,0,249.16,2024-11-25,245.79,2024-11-27,-1.35,249.16,2024-11-25,189.22,2024-11-01,29.9,314.63,2024-03-07,170.25,2024-06-18,-15.6,717.49,2021-11-08,13.4,2012-02-15,1655.64
EQIX,979.1,0.09,0.84,0.44,2024-11-27,979.1,692.71,918.45,898.3,824.21,74.9,18.88,1.93,1,0,979.1,2024-11-27,974.35,2024-11-25,0.49,979.1,2024-11-27,888.3,2024-11-01,10.22,979.1,2024-11-27,692.71,2024-05-08,20.8,979.1,2024-11-27,2.9,2003-04-10,133.12
EQR,77.48,0.49,0.38,1.23,2024-11-27,78.08,56.58,73.57,74.09,68.66,64.91,1.38,1.78,1,0,77.48,2024-11-27,76.41,2024-11-25,1.4,77.48,2024-11-27,69.12,2024-11-01,12.09,78.08,2024-09-13,58.13,2024-02-13,24.67,93.24,2022-04-21,12.5,1995-04-20,441.35
EQT,45.28,-0.61,-0.28,4.7,2024-11-27,46.89,30.21,42.3,38.93,37.05,66.73,1.41,3.11,0,0,45.99,2024-11-25,45.28,2024-11-27,-1.54,46.89,2024-11-21,35.62,2024-11-01,27.12,46.89,2024-11-21,30.21,2024-08-05,16.34,59.79,2014-05-02,0.53,1980-04-07,6881.89
ERIE,438.12,-0.08,-0.36,0.09,2024-11-27,544.84,286.97,422.69,474.48,423.59,49.9,10.77,2.46,0,0,438.48,2024-11-26,431.3,2024-11-25,1.58,438.48,2024-11-26,402.5,2024-11-04,5.53,544.84,2024-09-24,327.68,2024-01-09,30.78,544.84,2024-09-24,16.0,1995-10-04,2610.02
ES,64.59,1.59,1.01,1.31,2024-11-27,68.4,52.78,62.52,64.44,61.88,58.08,1.14,1.77,0,0,64.59,2024-11-27,63.58,2024-11-26,0.95,64.59,2024-11-27,60.57,2024-11-12,1.44,68.4,2024-09-16,52.78,2024-01-22,1.33,98.54,2020-03-04,5.62,1974-09-13,316.71
ESS,312.84,1.0,3.09,0.22,2024-11-27,315.15,212.23,299.29,297.02,272.67,64.66,5.55,1.77,1,0,312.84,2024-11-27,309.6,2024-11-25,1.05,312.84,2024-11-27,276.97,2024-11-01,12.95,315.15,2024-09-16,225.59,2024-02-13,25.2,359.31,2022-04-21,14.88,1994-12-28,1514.66
ETN,371.98,-1.41,-5.31,1.12,2024-11-27,377.41,225.6,359.63,346.61,318.72,61.97,7.88,2.12,0,0,377.29,2024-11-26,371.98,2024-11-27,-1.25,377.41,2024-11-22,331.13,2024-11-04,11.04,377.41,2024-11-22,233.1,2024-01-03,55.71,377.41,2024-11-22,0.87,1974-12-23,16274.62
ETR,156.4,0.3,0.47,1.91,2024-11-27,156.4,97.2,148.76,139.3,117.13,72.49,3.07,1.96,1,0,156.4,2024-11-27,152.5,2024-11-25,2.56,156.4,2024-11-27,142.43,2024-11-04,8.02,156.4,2024-11-27,97.2,2024-01-24,52.38,156.4,2024-11-27,7.88,1987-12-01,649.22
EVRG,65.0,0.25,0.16,1.47,2024-11-27,65.0,48.62,62.77,61.69,56.22,70.33,0.9,1.38,1,0,65.0,2024-11-27,64.49,2024-11-25,0.79,65.0,2024-11-27,59.58,2024-11-01,9.1,65.0,2024-11-27,48.62,2024-02-08,21.65,73.91,2020-02-19,7.31,1974-09-19,397.61
EW,72.07,0.73,0.52,2.13,2024-11-27,95.56,59.7,68.21,67.91,79.41,66.82,1.83,2.54,1,0,72.07,2024-11-27,71.27,2024-11-25,1.12,72.07,2024-11-27,65.75,2024-11-06,6.71,95.56,2024-03-28,59.7,2024-07-25,-4.63,130.68,2021-12-30,1.08,2000-11-01,5141.45
EXC,39.51,0.05,0.02,3.89,2024-11-27,41.0,33.62,38.73,39.6,37.58,54.75,0.65,1.65,1,0,39.51,2024-11-27,39.13,2024-11-25,0.97,39.51,2024-11-27,37.97,2024-11-04,3.56,40.97,2024-10-16,33.62,2024-02-05,8.34,65.36,2008-07-10,3.39,1974-12-16,395.13
EXPD,121.25,-0.33,-0.4,0.66,2024-11-27,131.4,111.31,120.14,121.81,120.74,52.58,2.09,1.72,0,0,122.39,2024-11-25,121.25,2024-11-27,-0.93,122.39,2024-11-25,118.03,2024-11-19,1.84,131.4,2024-09-30,111.31,2024-04-30,-4.59,135.62,2021-12-16,0.15,1984-10-12,70445.45
EXPE,184.92,-0.73,-1.36,0.83,2024-11-27,186.28,109.48,176.2,162.14,137.0,68.51,4.49,2.43,0,0,186.28,2024-11-26,184.08,2024-11-25,0.46,186.28,2024-11-26,159.4,2024-11-01,16.01,186.28,2024-11-26,109.48,2024-05-30,24.31,213.8,2022-02-16,12.1,2008-11-20,284.93
EXR,172.68,0.58,1.0,0.61,2024-11-27,183.14,129.53,165.69,169.96,157.35,61.1,3.83,2.22,1,0,172.68,2024-11-27,170.41,2024-11-25,1.33,172.68,2024-11-27,161.04,2024-11-06,7.17,183.14,2024-09-23,132.46,2024-04-19,5.04,226.73,2021-12-31,5.1,2009-03-16,1281.44
