ticker,last_close,last_change_pct,last_change,last_volume(M),last_date,fiftytwo_week_high,fiftytwo_week_low,sma_21,sma_50,sma_200,rsi,atr,atr%,up_3_days,down_3_days,max_value_latest_week,max_date_latest_week,min_value_latest_week,min_date_latest_week,pct_change_latest_week,max_value_latest_month,max_date_latest_month,min_value_latest_month,min_date_latest_month,pct_change_latest_month,max_value_latest_year,max_date_latest_year,min_value_latest_year,min_date_latest_year,pct_change_latest_year,max_value_all_time,max_date_all_time,min_value_all_time,min_date_all_time,pct_change_all_time
F,11.1,0.0,0.0,25.69,2024-11-27,14.55,9.71,10.91,10.85,11.77,52.69,0.31,2.82,0,0,11.4,2024-11-25,11.1,2024-11-26,-2.63,11.4,2024-11-25,10.22,2024-11-01,8.61,14.55,2024-07-18,9.71,2024-08-05,-8.72,36.65,1999-05-03,0.64,1981-10-29,415.51
FANG,176.19,0.13,0.22,1.49,2024-11-27,210.94,146.48,179.77,182.12,191.22,43.65,4.79,2.72,0,0,179.55,2024-11-25,175.97,2024-11-26,-1.87,185.29,2024-11-22,175.63,2024-11-05,0.22,210.94,2024-07-17,149.62,2024-02-05,12.22,210.94,2024-07-17,15.56,2020-03-18,906.8
FAST,83.71,-0.46,-0.39,1.91,2024-11-27,84.35,59.64,81.83,77.07,70.85,68.27,1.35,1.61,0,0,84.1,2024-11-26,83.71,2024-11-27,-0.05,84.35,2024-11-11,77.82,2024-11-04,7.0,84.35,2024-11-11,61.98,2024-01-05,31.72,84.35,2024-11-11,0.05,1987-10-27,132455.3
FCX,43.76,0.64,0.28,7.05,2024-11-27,54.86,36.25,44.75,46.91,46.46,42.67,1.21,2.77,0,0,44.38,2024-11-25,43.48,2024-11-26,-1.4,48.58,2024-11-07,42.7,2024-11-15,-4.01,54.86,2024-05-20,36.66,2024-02-13,3.97,62.93,2008-05-20,3.38,2000-11-17,257.22
FDS,489.5,-0.3,-1.48,0.17,2024-11-27,495.72,394.89,478.55,468.49,440.29,60.87,8.43,1.72,0,0,491.05,2024-11-25,489.5,2024-11-27,-0.32,495.72,2024-11-14,458.8,2024-11-01,6.69,495.72,2024-11-14,394.89,2024-06-03,5.78,495.72,2024-11-14,3.5,1996-07-16,10913.75
FDX,303.39,0.14,0.41,0.9,2024-11-27,313.52,236.39,288.43,276.8,273.17,69.24,5.84,1.92,0,0,305.15,2024-11-25,302.98,2024-11-26,-0.58,305.15,2024-11-25,271.18,2024-11-04,10.59,313.52,2024-07-16,236.39,2024-02-13,20.28,315.59,2021-05-27,0.95,1978-04-12,31862.07
FE,42.62,0.8,0.34,2.22,2024-11-27,44.54,35.79,41.73,42.78,40.46,55.56,0.57,1.35,1,0,42.62,2024-11-27,42.05,2024-11-25,1.36,42.62,2024-11-27,40.83,2024-11-14,2.13,44.54,2024-09-04,35.79,2024-02-08,13.96,83.21,2008-07-11,18.19,2000-03-07,69.21
FFIV,250.07,-0.73,-1.85,0.33,2024-11-27,251.92,165.31,241.43,228.76,194.7,68.44,4.52,1.81,0,0,251.92,2024-11-26,248.74,2024-11-25,0.53,251.92,2024-11-26,231.2,2024-11-04,7.7,251.92,2024-11-26,165.31,2024-04-30,41.89,251.92,2024-11-26,1.88,2001-04-04,3262.29
FI,220.59,-0.84,-1.86,2.23,2024-11-27,222.45,129.36,211.8,198.54,166.47,71.98,3.44,1.56,0,0,222.45,2024-11-26,220.59,2024-11-27,-0.53,222.45,2024-11-26,200.82,2024-11-04,9.18,222.45,2024-11-26,131.75,2024-01-03,65.76,222.45,2024-11-26,0.26,1987-10-28,79508.93
FICO,2354.0,-1.19,-28.4,0.06,2024-11-27,2382.4,1075.1,2232.17,2084.33,1595.78,70.03,56.31,2.39,0,0,2382.4,2024-11-26,2354.0,2024-11-27,-0.26,2382.4,2024-11-26,1988.91,2024-11-01,18.36,2382.4,2024-11-26,1110.85,2024-04-26,108.1,2382.4,2024-11-26,0.56,1987-10-29,171678.42
FIS,85.55,0.72,0.61,2.55,2024-11-27,90.95,57.84,87.4,86.96,77.59,43.47,1.63,1.91,0,0,85.55,2024-11-27,84.41,2024-11-25,1.35,89.7,2024-11-04,84.41,2024-11-25,-3.98,90.95,2024-10-18,59.01,2024-01-18,40.31,157.44,2020-02-14,12.47,2008-10-27,257.95
FITB,48.16,-0.19,-0.09,2.93,2024-11-27,48.44,28.41,46.25,44.51,39.41,67.1,0.96,1.99,0,0,48.44,2024-11-25,48.16,2024-11-27,-0.58,48.44,2024-11-25,42.83,2024-11-04,11.64,48.44,2024-11-25,32.82,2024-02-13,38.47,69.4,2002-03-19,0.47,1980-06-26,8769.13
FMC,59.5,-0.78,-0.47,0.6,2024-11-27,67.53,50.99,59.48,61.53,60.39,49.8,1.86,3.13,0,0,60.62,2024-11-25,59.5,2024-11-27,-1.85,63.62,2024-11-05,54.39,2024-11-15,-5.78,67.53,2024-05-10,50.99,2024-02-20,-8.24,139.49,2022-04-20,0.94,1980-03-27,5443.72
FOX,44.36,1.26,0.55,0.62,2024-11-27,44.37,25.9,42.35,40.1,33.77,68.95,0.84,1.9,0,0,44.36,2024-11-27,43.71,2024-11-25,1.49,44.37,2024-11-22,38.89,2024-11-01,14.07,44.37,2024-11-22,25.9,2024-03-06,57.64,44.37,2024-11-22,19.81,2020-03-23,13.16
FOXA,46.71,1.21,0.56,2.04,2024-11-27,47.48,28.42,45.19,43.24,36.48,63.81,0.93,1.99,0,0,46.71,2024-11-27,46.08,2024-11-25,1.37,47.48,2024-11-14,41.88,2024-11-01,11.53,47.48,2024-11-14,28.42,2024-03-06,54.46,47.48,2024-11-14,20.2,2020-03-23,22.92
FRT,117.53,1.41,1.63,0.47,2024-11-27,117.53,94.32,113.76,113.29,106.81,65.89,1.76,1.5,0,0,117.53,2024-11-27,115.9,2024-11-26,1.34,117.53,2024-11-27,110.43,2024-11-01,6.43,117.53,2024-11-27,96.43,2024-04-16,12.5,170.35,2016-08-01,2.25,1974-09-26,3382.37
FSLR,192.57,0.13,0.25,1.68,2024-11-27,300.71,139.8,193.67,209.88,207.24,47.15,9.97,5.18,0,0,192.82,2024-11-25,192.32,2024-11-26,-0.13,215.89,2024-11-05,181.95,2024-11-21,-6.04,300.71,2024-06-12,139.8,2024-02-05,11.86,311.14,2008-05-16,11.77,2012-06-01,678.38
FTNT,94.06,-2.47,-2.38,3.83,2024-11-27,99.15,51.32,89.43,83.59,69.96,61.09,2.76,2.93,0,0,96.44,2024-11-26,93.12,2024-11-25,1.01,99.15,2024-11-12,77.92,2024-11-05,19.37,99.15,2024-11-12,55.39,2024-08-05,62.79,99.15,2024-11-12,1.5,2010-06-08,5559.45
FTV,79.4,0.56,0.44,1.75,2024-11-27,86.29,67.01,75.1,76.13,76.77,65.52,1.32,1.66,0,0,79.68,2024-11-25,78.96,2024-11-26,-0.35,79.68,2024-11-25,71.16,2024-11-04,11.3,86.29,2024-02-28,67.01,2024-08-07,9.87,86.29,2024-02-28,35.15,2020-03-23,95.23
GD,282.31,0.1,0.29,0.99,2024-11-27,314.03,244.83,294.05,299.07,291.56,36.09,5.62,1.99,0,0,282.31,2024-11-27,281.35,2024-11-25,0.34,314.03,2024-11-13,279.93,2024-11-21,-3.65,314.03,2024-11-13,249.34,2024-01-19,9.17,314.03,2024-11-13,0.34,1974-09-16,37698.83
GDDY,197.85,-0.94,-1.88,1.28,2024-11-27,199.73,97.92,182.38,169.35,144.36,76.82,4.03,2.04,0,0,199.73,2024-11-26,197.43,2024-11-25,0.21,199.73,2024-11-26,163.36,2024-11-01,21.11,199.73,2024-11-26,100.22,2024-01-05,92.09,199.73,2024-11-26,20.0,2015-03-31,889.25
GE,180.6,-2.17,-4.0,2.09,2024-11-27,194.23,94.86,178.76,183.22,162.97,50.45,4.09,2.26,0,0,184.6,2024-11-26,180.21,2024-11-25,0.22,184.81,2024-11-08,171.7,2024-11-01,5.18,194.23,2024-10-21,99.01,2024-01-03,79.67,287.55,2000-08-28,2.77,1962-06-22,4739.73
GEHC,83.0,0.59,0.49,1.79,2024-11-27,93.87,67.39,84.74,88.07,84.84,41.59,2.01,2.42,0,0,83.0,2024-11-27,82.51,2024-11-26,0.41,88.33,2024-11-07,81.76,2024-11-15,-4.54,93.87,2024-03-08,71.55,2024-01-24,8.68,93.87,2024-03-08,56.0,2023-01-03,38.33
GEN,30.84,-0.19,-0.06,2.34,2024-11-27,30.9,19.68,29.55,28.23,24.76,68.93,0.6,1.93,0,0,30.9,2024-11-26,30.62,2024-11-25,0.72,30.9,2024-11-26,28.24,2024-11-04,9.09,30.9,2024-11-26,19.68,2024-05-02,35.32,34.16,2017-09-19,0.7,1989-06-29,4190.78
GEV,335.33,-1.05,-3.56,2.31,2024-11-27,349.44,122.7,328.02,292.34,,58.26,13.82,4.12,0,0,338.89,2024-11-26,328.98,2024-11-25,1.93,349.44,2024-11-11,295.46,2024-11-04,11.37,349.44,2024-11-11,122.7,2024-04-05,136.11,349.44,2024-11-11,122.7,2024-04-05,136.11
GFS,42.85,-2.86,-1.26,1.92,2024-11-27,62.24,36.01,41.86,40.75,47.45,53.04,1.85,4.32,0,0,44.95,2024-11-25,42.85,2024-11-27,-4.67,46.79,2024-11-06,36.01,2024-11-04,16.98,60.42,2024-01-23,36.01,2024-11-04,-26.12,78.94,2022-03-25,36.01,2024-11-04,-7.65
GILD,92.41,1.16,1.06,5.52,2024-11-27,97.9,63.15,91.26,87.91,75.43,58.99,1.96,2.12,1,0,92.41,2024-11-27,90.49,2024-11-25,2.12,97.9,2024-11-07,87.75,2024-11-19,3.24,97.9,2024-11-07,63.15,2024-06-18,11.02,122.21,2015-06-23,0.22,1994-06-06,14503.05
GIS,66.23,0.36,0.24,2.68,2024-11-27,75.15,62.34,65.48,69.11,68.35,49.58,1.09,1.64,1,0,66.23,2024-11-27,65.53,2024-11-25,1.07,68.31,2024-11-05,62.78,2024-11-19,-2.95,75.15,2024-09-09,62.34,2024-02-09,-0.78,90.61,2023-05-12,1.07,1980-03-17,6116.39
GL,111.7,0.24,0.27,0.36,2024-11-27,128.4,49.17,108.7,107.96,98.48,61.18,2.65,2.37,1,0,111.7,2024-11-27,111.38,2024-11-25,0.29,111.7,2024-11-27,103.49,2024-11-04,7.38,128.4,2024-02-28,49.17,2024-04-11,-8.49,128.4,2024-02-28,2.52,1980-11-07,3842.35
GLW,48.22,0.46,0.22,2.36,2024-11-27,49.03,28.22,47.78,46.62,39.37,56.72,0.95,1.97,0,0,48.26,2024-11-25,48.0,2024-11-26,-0.08,48.92,2024-11-11,46.44,2024-11-18,-0.29,49.03,2024-10-29,29.85,2024-01-17,58.15,113.33,2000-09-01,1.1,2002-10-08,2130.9
GM,55.5,1.3,0.71,9.46,2024-11-27,60.2,31.6,55.41,51.29,46.32,52.87,1.94,3.49,0,0,60.2,2024-11-25,54.79,2024-11-26,-7.81,60.2,2024-11-25,50.96,2024-11-01,8.91,60.2,2024-11-25,34.58,2024-01-18,53.95,65.74,2022-01-04,16.8,2020-03-18,62.33
GNRC,190.4,-0.97,-1.86,0.33,2024-11-27,195.11,110.09,183.11,171.04,145.67,63.98,5.35,2.81,0,0,192.26,2024-11-26,190.4,2024-11-27,-0.67,195.11,2024-11-11,168.91,2024-11-01,12.72,195.11,2024-11-11,110.09,2024-03-05,49.49,505.8,2021-11-01,10.65,2010-06-01,1382.87
GOOG,170.82,0.12,0.2,12.2,2024-11-27,192.66,130.63,175.31,169.71,165.78,47.33,4.0,2.34,1,0,170.82,2024-11-27,169.43,2024-11-25,0.82,183.32,2024-11-12,166.57,2024-11-22,-1.06,192.66,2024-07-10,132.56,2024-03-06,22.4,192.66,2024-07-10,2.49,2004-09-03,6735.17
GOOGL,169.23,0.07,0.11,19.24,2024-11-27,191.18,129.27,173.72,168.21,164.32,47.31,4.05,2.39,1,0,169.23,2024-11-27,167.65,2024-11-25,0.94,181.62,2024-11-12,164.76,2024-11-22,-1.2,191.18,2024-07-10,131.4,2024-03-06,22.48,191.18,2024-07-10,2.5,2004-09-03,6639.52
GPC,126.87,-0.81,-1.03,0.78,2024-11-27,163.38,113.11,121.86,128.87,141.45,53.93,3.01,2.37,0,0,129.47,2024-11-25,126.87,2024-11-27,-2.01,129.47,2024-11-25,113.61,2024-11-01,11.67,163.38,2024-04-23,113.11,2024-10-22,-8.13,187.28,2022-12-02,3.95,1980-04-23,2922.49
GPN,119.38,1.63,1.92,2.78,2024-11-27,138.98,92.21,113.16,106.28,110.78,69.72,2.49,2.09,0,0,119.38,2024-11-27,117.46,2024-11-26,0.67,119.38,2024-11-27,104.44,2024-11-01,14.3,138.98,2024-02-14,92.21,2024-06-18,-6.13,219.24,2021-04-29,3.75,2001-01-16,3083.47
GRMN,212.09,-0.36,-0.76,0.6,2024-11-27,214.52,119.49,208.51,185.27,165.96,67.15,4.27,2.01,0,0,214.52,2024-11-25,212.09,2024-11-27,-1.13,214.52,2024-11-25,198.18,2024-11-01,7.02,214.52,2024-11-25,119.49,2024-01-31,67.58,214.52,2024-11-25,7.2,2001-09-20,2020.9
GS,605.43,-0.01,-0.07,1.42,2024-11-27,605.5,340.26,576.33,536.66,469.9,69.34,13.18,2.18,0,0,605.5,2024-11-26,603.03,2024-11-25,0.4,605.5,2024-11-26,511.47,2024-11-04,16.57,605.5,2024-11-26,376.91,2024-01-18,55.92,605.5,2024-11-26,52.0,2008-11-20,760.29
GWW,1205.87,-0.94,-11.43,0.16,2024-11-27,1220.93,775.69,1174.56,1110.48,994.23,65.05,21.44,1.78,0,0,1217.3,2024-11-26,1205.87,2024-11-27,-0.81,1220.93,2024-11-11,1095.68,2024-11-04,9.12,1220.93,2024-11-11,808.95,2024-01-03,48.28,1220.93,2024-11-11,1.94,1974-12-05,26420.85
HAL,31.88,0.22,0.07,7.88,2024-11-27,41.24,27.52,30.05,29.62,33.61,67.07,0.86,2.7,0,0,31.99,2024-11-25,31.81,2024-11-26,-0.34,31.99,2024-11-25,27.68,2024-11-01,15.17,41.24,2024-04-05,27.52,2024-10-29,-11.74,74.02,2014-07-23,3.74,1972-06-13,707.9
HAS,63.89,-0.17,-0.11,0.96,2024-11-27,72.94,46.41,63.84,68.05,61.72,44.46,1.41,2.21,0,0,64.35,2024-11-25,63.89,2024-11-27,-0.71,66.96,2024-11-05,61.69,2024-11-18,-2.93,72.94,2024-10-18,47.11,2024-01-16,28.04,126.07,2019-07-29,0.08,1980-03-27,60545.47
HBAN,18.0,-0.77,-0.14,9.0,2024-11-27,18.2,11.13,17.18,15.93,14.22,68.91,0.39,2.16,0,0,18.2,2024-11-25,18.0,2024-11-27,-1.1,18.2,2024-11-25,15.4,2024-11-04,16.28,18.2,2024-11-25,12.24,2024-01-17,39.97,30.58,1999-06-17,1.02,2009-03-06,884.83
HCA,325.47,-1.06,-3.48,0.76,2024-11-27,415.54,249.08,345.39,374.99,346.66,27.85,9.3,2.86,0,0,328.95,2024-11-26,325.47,2024-11-27,-0.05,366.66,2024-11-05,324.93,2024-11-22,-8.88,415.54,2024-10-18,272.08,2024-01-03,18.22,415.54,2024-10-18,17.66,2011-09-13,949.23
HD,427.19,-0.54,-2.33,1.51,2024-11-27,429.52,311.02,406.51,405.92,368.07,64.09,8.83,2.07,0,0,429.52,2024-11-26,427.19,2024-11-27,-0.35,429.52,2024-11-26,388.37,2024-11-06,8.81,429.52,2024-11-26,325.1,2024-05-24,23.79,429.52,2024-11-26,0.03,1981-09-22,1424104.04
HES,146.76,0.31,0.46,2.71,2024-11-27,163.13,126.3,143.05,139.73,145.33,62.16,2.73,1.86,0,0,146.76,2024-11-27,145.38,2024-11-25,0.95,148.65,2024-11-22,137.75,2024-11-01,6.54,163.13,2024-04-29,126.3,2024-09-06,1.37,166.08,2023-10-19,5.12,1982-03-09,1788.6
HIG,123.74,0.91,1.12,1.04,2024-11-27,123.74,76.98,116.88,117.16,106.41,68.21,1.99,1.61,1,0,123.74,2024-11-27,121.52,2024-11-25,1.83,123.74,2024-11-27,110.09,2024-11-01,12.4,123.74,2024-11-27,81.39,2024-01-03,52.01,123.74,2024-11-27,3.62,2009-03-06,397.45
HII,199.37,0.7,1.39,0.6,2024-11-27,296.43,184.96,199.31,234.28,259.51,38.46,6.3,3.16,0,0,199.37,2024-11-27,197.98,2024-11-26,0.25,206.63,2024-11-11,189.23,2024-11-01,5.36,296.43,2024-03-04,184.96,2024-10-31,-23.35,296.43,2024-03-04,22.85,2011-10-05,431.8
HLT,250.42,-1.02,-2.58,1.49,2024-11-27,253.63,166.66,246.76,239.18,216.41,60.92,3.55,1.42,0,0,253.63,2024-11-25,250.42,2024-11-27,-1.27,253.63,2024-11-25,233.4,2024-11-04,5.9,253.63,2024-11-25,178.75,2024-01-04,39.07,253.63,2024-11-25,35.25,2016-01-28,467.61
HOLX,79.44,0.56,0.44,1.6,2024-11-27,83.72,68.37,79.58,80.28,77.72,49.13,1.44,1.82,0,0,79.73,2024-11-25,79.0,2024-11-26,-0.36,83.72,2024-11-04,77.54,2024-11-14,-3.51,83.72,2024-11-04,71.33,2024-01-08,9.63,87.67,2023-05-01,0.45,1993-12-15,3222.98
HON,229.64,-0.33,-0.76,2.86,2024-11-27,233.91,190.36,222.39,215.47,206.01,63.99,4.09,1.78,0,0,230.6,2024-11-25,229.64,2024-11-27,-0.42,233.91,2024-11-12,207.54,2024-11-04,9.78,233.91,2024-11-12,190.36,2024-04-17,9.88,234.18,2021-08-11,2.56,1970-05-25,2663.41
HPE,20.8,-6.01,-1.33,13.64,2024-11-27,22.21,14.86,21.23,20.58,18.86,46.96,0.65,3.11,0,0,22.21,2024-11-25,20.8,2024-11-27,-6.35,22.21,2024-11-25,20.0,2024-11-05,3.69,22.21,2024-11-25,14.86,2024-02-28,22.86,22.21,2024-11-25,7.01,2016-01-20,116.24
HPQ,34.66,-11.36,-4.44,27.41,2024-11-27,39.3,27.62,37.0,36.56,33.58,38.83,1.23,3.54,0,0,39.3,2024-11-25,34.66,2024-11-27,-11.81,39.3,2024-11-25,34.66,2024-11-27,-4.47,39.3,2024-11-25,27.62,2024-04-18,16.19,40.34,2022-06-01,0.05,1962-06-21,27811.77
HRL,31.92,0.95,0.3,2.22,2024-11-27,36.77,28.72,30.55,31.0,32.34,64.84,0.57,1.78,1,0,31.92,2024-11-27,31.43,2024-11-25,1.56,31.92,2024-11-27,29.21,2024-11-15,3.23,36.77,2024-05-20,28.72,2024-02-13,-2.68,54.81,2022-04-21,0.21,1980-06-11,12187.98
HSIC,77.66,0.49,0.38,0.8,2024-11-27,80.57,63.92,71.52,71.25,71.0,68.95,2.2,2.83,1,0,77.66,2024-11-27,76.84,2024-11-25,1.07,77.66,2024-11-27,66.54,2024-11-14,10.36,80.57,2024-02-26,63.92,2024-08-06,2.78,91.96,2022-04-13,2.12,1999-12-23,1640.95
HST,18.43,0.66,0.12,6.2,2024-11-27,21.15,15.92,17.79,17.83,18.36,62.79,0.42,2.27,0,0,18.43,2024-11-27,18.31,2024-11-26,0.05,18.43,2024-11-27,17.26,2024-11-15,6.35,21.15,2024-03-21,15.92,2024-08-05,-6.45,37.62,1987-03-05,3.05,1980-04-21,456.04
HSY,174.09,0.46,0.8,0.85,2024-11-27,209.51,169.99,176.19,183.02,191.1,42.74,3.67,2.11,0,0,175.54,2024-11-25,173.29,2024-11-26,-0.83,184.45,2024-11-13,169.99,2024-11-18,-2.88,209.51,2024-05-13,169.99,2024-11-18,-9.34,276.35,2023-05-01,0.84,1980-03-17,20532.89
HUBB,458.85,-0.41,-1.89,0.25,2024-11-27,472.12,294.66,449.96,444.24,400.59,55.77,11.71,2.55,0,0,463.86,2024-11-25,458.85,2024-11-27,-1.08,472.12,2024-11-06,424.92,2024-11-04,7.79,472.12,2024-11-06,316.84,2024-01-03,40.79,472.12,2024-11-06,2.8,1977-08-09,12149.06
HUM,296.68,0.37,1.09,0.78,2024-11-27,500.35,236.29,281.4,275.89,331.23,58.64,10.83,3.65,0,0,304.18,2024-11-25,295.59,2024-11-26,-2.47,304.18,2024-11-25,255.55,2024-11-04,13.8,470.1,2024-01-02,236.29,2024-10-07,-36.89,563.0,2022-11-03,4.75,2000-06-16,2951.57
HWM,116.7,-0.41,-0.48,1.32,2024-11-27,118.44,51.59,111.63,105.92,85.56,61.82,2.71,2.32,0,0,117.18,2024-11-26,115.84,2024-11-25,0.74,118.44,2024-11-22,99.84,2024-11-04,16.66,118.44,2024-11-22,52.6,2024-01-04,117.2,118.44,2024-11-22,10.59,2020-04-21,516.81
IBM,226.92,-0.83,-1.91,2.99,2024-11-27,235.26,156.41,213.54,220.16,193.14,63.93,4.4,1.94,0,0,228.83,2024-11-26,226.13,2024-11-25,0.35,228.83,2024-11-26,204.99,2024-11-15,8.97,235.26,2024-10-14,159.16,2024-01-05,40.51,235.26,2024-10-14,3.9,1962-06-14,3012.22
ICE,161.19,0.44,0.7,2.48,2024-11-27,166.9,112.53,157.57,160.54,146.72,56.4,2.57,1.59,1,0,161.19,2024-11-27,159.63,2024-11-25,0.98,161.19,2024-11-27,154.49,2024-11-04,4.24,166.9,2024-10-24,124.81,2024-01-03,27.47,166.9,2024-10-24,6.39,2005-11-29,1953.38
IDXX,421.76,1.06,4.44,0.47,2024-11-27,576.87,406.92,423.41,455.5,492.74,42.51,11.33,2.69,0,0,428.59,2024-11-25,417.32,2024-11-26,-1.59,437.3,2024-11-11,414.52,2024-11-04,1.07,576.87,2024-03-01,406.92,2024-10-31,-22.99,705.76,2021-08-05,0.84,1991-08-19,44515.91
IEX,231.1,-0.4,-0.92,0.73,2024-11-27,245.87,190.56,226.83,216.81,215.92,59.88,4.66,2.02,0,0,236.06,2024-11-25,231.1,2024-11-27,-2.1,236.06,2024-11-25,216.05,2024-11-01,6.97,245.87,2024-03-21,190.56,2024-08-07,7.46,245.87,2024-03-21,1.9,1991-01-09,7899.62
IFF,90.82,-0.12,-0.11,1.04,2024-11-27,106.07,73.21,92.0,98.54,93.68,40.79,2.07,2.28,0,0,90.93,2024-11-26,90.82,2024-11-27,-0.08,99.1,2024-11-05,86.14,2024-11-15,-8.2,106.07,2024-10-15,73.21,2024-02-28,11.55,156.87,2018-01-05,5.67,1980-03-12,1152.69
ILMN,144.36,0.99,1.41,1.31,2024-11-27,155.15,98.3,144.59,141.42,125.51,52.75,5.07,3.52,0,0,144.36,2024-11-27,142.95,2024-11-26,0.38,155.15,2024-11-07,130.74,2024-11-18,-3.61,155.15,2024-11-07,98.3,2024-05-30,7.84,510.54,2021-08-16,0.88,2003-03-13,657.7
INCY,75.45,0.87,0.65,1.14,2024-11-27,83.38,51.18,76.41,70.41,62.37,54.9,2.52,3.34,1,0,75.45,2024-11-27,73.52,2024-11-25,2.63,83.38,2024-11-08,70.39,2024-11-21,-0.89,83.38,2024-11-08,51.18,2024-04-25,15.28,152.66,2017-03-15,1.72,1994-04-20,3924.0
INTC,23.65,-1.66,-0.4,53.83,2024-11-27,50.76,18.89,24.21,23.38,29.97,47.84,0.95,4.03,0,0,24.87,2024-11-25,23.65,2024-11-27,-4.91,26.23,2024-11-07,22.52,2024-11-04,1.94,49.55,2024-01-25,18.89,2024-09-06,-50.52,74.88,2000-08-31,0.22,1982-01-13,7165.28
INTU,636.17,-0.42,-2.66,1.37,2024-11-27,706.25,562.97,656.74,634.51,633.73,45.7,18.48,2.9,0,0,638.83,2024-11-26,634.62,2024-11-25,0.24,706.25,2024-11-13,618.83,2024-11-05,2.32,706.25,2024-11-13,562.97,2024-05-30,5.37,706.25,2024-11-13,2.02,1993-04-21,23944.22
INVH,34.61,1.32,0.45,1.99,2024-11-27,37.28,31.4,33.39,33.97,34.78,59.64,0.62,1.79,0,0,34.61,2024-11-27,33.84,2024-11-25,2.28,34.61,2024-11-27,31.4,2024-11-01,10.22,37.28,2024-09-05,31.4,2024-11-01,-0.03,45.34,2021-12-31,16.13,2020-03-23,73.05
IP,58.38,-1.23,-0.73,2.35,2024-11-27,59.57,32.97,57.38,52.01,44.4,65.08,1.41,2.41,0,0,59.57,2024-11-25,58.38,2024-11-27,-2.0,59.57,2024-11-25,55.77,2024-11-01,4.68,59.57,2024-11-25,32.97,2024-02-05,59.77,61.63,2018-01-29,3.82,2009-03-06,596.38
IPG,30.48,-0.49,-0.15,4.53,2024-11-27,33.4,27.09,29.38,30.34,30.87,57.01,0.72,2.36,0,0,30.68,2024-11-25,30.48,2024-11-27,-0.65,30.68,2024-11-25,27.09,2024-11-15,3.39,33.4,2024-01-29,27.09,2024-11-15,-7.92,58.06,1999-12-17,0.71,1982-03-19,3784.18
IQV,201.43,0.1,0.2,0.82,2024-11-27,259.1,191.04,206.32,220.36,231.44,41.03,6.64,3.3,0,0,204.02,2024-11-25,201.23,2024-11-26,-1.27,221.25,2024-11-06,191.04,2024-11-18,-3.7,259.1,2024-03-12,191.04,2024-11-18,-12.57,282.61,2021-12-30,41.58,2013-10-08,378.34
IR,104.05,-0.66,-0.69,1.17,2024-11-27,105.35,69.6,101.7,99.91,93.91,59.23,1.94,1.86,0,0,105.35,2024-11-25,104.05,2024-11-27,-1.23,105.35,2024-11-25,93.97,2024-11-01,10.73,105.35,2024-11-25,74.72,2024-01-03,35.61,105.35,2024-11-25,18.92,2018-12-24,393.13
IRM,124.24,0.51,0.63,0.83,2024-11-27,128.14,63.28,119.16,120.21,97.02,59.72,2.85,2.29,1,0,124.24,2024-11-27,120.78,2024-11-25,2.86,125.73,2024-11-05,113.12,2024-11-14,2.54,128.14,2024-10-28,65.34,2024-01-17,81.03,128.14,2024-10-28,2.51,1996-03-25,4120.4
ISRG,538.55,-0.65,-3.55,0.94,2024-11-27,550.62,309.52,529.8,507.94,442.28,58.71,10.25,1.9,0,0,542.1,2024-11-26,536.55,2024-11-25,0.37,550.62,2024-11-21,506.34,2024-11-01,6.36,550.62,2024-11-21,322.13,2024-01-03,62.71,550.62,2024-11-21,0.74,2001-04-11,26458.63
IT,519.23,-0.72,-3.77,0.33,2024-11-27,551.8,412.59,525.51,520.8,476.04,46.3,9.64,1.86,0,0,523.0,2024-11-26,518.97,2024-11-25,0.05,551.8,2024-11-13,503.69,2024-11-01,3.09,551.8,2024-11-13,412.59,2024-04-30,18.75,551.8,2024-11-13,3.09,1993-10-12,16031.42
ITW,276.04,-0.17,-0.47,0.8,2024-11-27,276.51,233.14,270.18,263.51,252.71,64.2,4.21,1.52,0,0,276.51,2024-11-26,276.04,2024-11-27,-0.12,276.51,2024-11-26,263.08,2024-11-01,4.93,276.51,2024-11-26,233.14,2024-07-05,5.93,276.51,2024-11-26,0.48,1974-12-20,24695.18
IVZ,18.04,-0.61,-0.11,2.57,2024-11-27,18.63,14.17,17.82,17.74,16.26,54.44,0.42,2.31,0,0,18.15,2024-11-25,18.04,2024-11-27,-0.61,18.59,2024-11-06,17.27,2024-11-19,1.46,18.63,2024-10-18,14.17,2024-04-30,1.63,50.6,2000-11-03,6.28,1995-09-08,165.29
J,141.21,0.37,0.52,0.71,2024-11-27,149.25,105.38,141.25,138.33,124.95,52.94,3.47,2.45,1,0,141.21,2024-11-27,139.3,2024-11-25,1.37,149.25,2024-11-13,132.5,2024-11-20,1.14,149.25,2024-11-13,105.62,2024-01-04,32.08,149.25,2024-11-13,0.28,1985-09-25,28876.32
JBHT,190.31,-0.29,-0.55,0.49,2024-11-27,218.78,154.65,186.17,178.11,175.5,59.99,5.04,2.65,0,0,190.86,2024-11-26,188.35,2024-11-25,1.04,197.19,2024-11-11,180.18,2024-11-19,5.17,218.78,2024-02-15,154.65,2024-05-29,-2.65,218.78,2024-02-15,1.39,1984-07-26,12244.43
